external_gene_name,number_of_paralogues,paralogue
SYNE1,36,Yes
SYNE2,36,Yes
SYNE3,36,Yes
SYNGAP1,11,Yes
SYNGR1,3,Yes
SYNGR2,3,Yes
SYNGR3,3,Yes
SYNGR4,3,Yes
SYNJ1,13,Yes
SYNJ2,13,Yes
SYNJ2BP,3,Yes
SYNJ2BP-COX16,3,Yes
SYNM,69,Yes
SYNPO,2,Yes
SYNPO2,2,Yes
SYNPO2L,2,Yes
SYNPR,3,Yes
SYP,3,Yes
SYPL1,3,Yes
SYPL2,3,Yes
SYS1,2,Yes
SYS1-DBNDD2,2,Yes
SYT1,31,Yes
SYT10,31,Yes
SYT11,31,Yes
SYT12,31,Yes
SYT13,31,Yes
SYT14,31,Yes
SYT15,31,Yes
SYT16,31,Yes
SYT17,31,Yes
SYT2,31,Yes
SYT3,31,Yes
SYT4,31,Yes
SYT5,31,Yes
SYT6,31,Yes
SYT7,31,Yes
SYT8,31,Yes
SYT9,31,Yes
SYTL1,31,Yes
SYTL2,31,Yes
SYTL3,31,Yes
SYTL4,31,Yes
SYTL5,31,Yes
SYVN1,4,Yes
TAAR1,25,Yes
TAAR2,25,Yes
TAAR5,25,Yes
TAAR6,25,Yes
TAAR8,25,Yes
TAAR9,25,Yes
TAB1,17,Yes
TAB2,3,Yes
TAB3,3,Yes
TACC1,2,Yes
TACC2,2,Yes
TACC3,2,Yes
TACR1,33,Yes
TACR2,33,Yes
TACR3,33,Yes
TACSTD2,1,Yes
TADA2A,1,Yes
TADA2B,1,Yes
TAF1,1,Yes
TAF11,14,Yes
TAF11L10,14,Yes
TAF11L11,14,Yes
TAF11L12,14,Yes
TAF11L13,14,Yes
TAF11L14,14,Yes
TAF11L2,14,Yes
TAF11L3,14,Yes
TAF11L4,14,Yes
TAF11L5,14,Yes
TAF11L6,14,Yes
TAF11L7,14,Yes
TAF11L8,14,Yes
TAF11L9,14,Yes
TAF13,1,Yes
TAF15,2,Yes
TAF1L,1,Yes
TAF3,1,Yes
TAF4,1,Yes
TAF4B,1,Yes
TAF5,1,Yes
TAF5L,1,Yes
TAF6,1,Yes
TAF6L,1,Yes
TAF7,1,Yes
TAF7L,1,Yes
TAF9,1,Yes
TAF9B,1,Yes
TAFA1,3,Yes
TAFA2,3,Yes
TAFA3,3,Yes
TAFA4,3,Yes
TAGAP,1,Yes
TAGLN,5,Yes
TAGLN2,5,Yes
TAGLN3,5,Yes
TAL1,4,Yes
TAL2,4,Yes
TANC1,4,Yes
TANC2,4,Yes
TAOK1,35,Yes
TAOK2,35,Yes
TAOK3,35,Yes
TAP1,11,Yes
TAP2,11,Yes
TAPBP,2,Yes
TAPBPL,2,Yes
TARBP1,2,Yes
TARBP2,14,Yes
TARDBP,24,Yes
TARM1,25,Yes
TARS,4,Yes
TARS2,4,Yes
TARSL2,4,Yes
TAS1R1,4,Yes
TAS1R2,4,Yes
TAS1R3,4,Yes
TAS2R1,23,Yes
TAS2R10,23,Yes
TAS2R13,23,Yes
TAS2R14,23,Yes
TAS2R16,23,Yes
TAS2R19,23,Yes
TAS2R20,23,Yes
TAS2R3,23,Yes
TAS2R30,23,Yes
TAS2R31,23,Yes
TAS2R38,23,Yes
TAS2R39,23,Yes
TAS2R4,23,Yes
TAS2R40,23,Yes
TAS2R41,23,Yes
TAS2R42,23,Yes
TAS2R43,23,Yes
TAS2R46,23,Yes
TAS2R5,23,Yes
TAS2R50,23,Yes
TAS2R60,23,Yes
TAS2R7,23,Yes
TAS2R8,23,Yes
TAS2R9,23,Yes
TASOR,1,Yes
TASOR2,1,Yes
TASP1,2,Yes
TAT,8,Yes
TATDN1,3,Yes
TATDN2,3,Yes
TATDN3,3,Yes
TAX1BP1,2,Yes
TBC1D1,46,Yes
TBC1D10A,46,Yes
TBC1D10B,46,Yes
TBC1D10C,46,Yes
TBC1D12,46,Yes
TBC1D13,46,Yes
TBC1D14,46,Yes
TBC1D15,46,Yes
TBC1D16,46,Yes
TBC1D17,46,Yes
TBC1D2,46,Yes
TBC1D21,46,Yes
TBC1D22A,46,Yes
TBC1D22B,46,Yes
TBC1D24,1,Yes
TBC1D25,46,Yes
TBC1D26,46,Yes
TBC1D28,46,Yes
TBC1D2B,46,Yes
TBC1D3,46,Yes
TBC1D30,46,Yes
TBC1D31,1,Yes
TBC1D32,1,Yes
TBC1D3B,46,Yes
TBC1D3C,46,Yes
TBC1D3D,46,Yes
TBC1D3E,46,Yes
TBC1D3F,46,Yes
TBC1D3G,46,Yes
TBC1D3H,46,Yes
TBC1D3I,46,Yes
TBC1D3K,46,Yes
TBC1D3L,46,Yes
TBC1D4,46,Yes
TBC1D5,46,Yes
TBC1D8,46,Yes
TBC1D8B,46,Yes
TBC1D9,46,Yes
TBC1D9B,46,Yes
TBCE,3,Yes
TBCEL,2,Yes
TBCK,46,Yes
TBK1,3,Yes
TBKBP1,1,Yes
TBL1X,2,Yes
TBL1XR1,2,Yes
TBL1Y,2,Yes
TBL2,27,Yes
TBL3,1,Yes
TBP,2,Yes
TBPL1,2,Yes
TBPL2,2,Yes
TBR1,16,Yes
TBRG4,5,Yes
TBX1,16,Yes
TBX10,16,Yes
TBX15,16,Yes
TBX18,16,Yes
TBX19,16,Yes
TBX2,16,Yes
TBX20,16,Yes
TBX21,16,Yes
TBX22,16,Yes
TBX3,16,Yes
TBX4,16,Yes
TBX5,16,Yes
TBX6,16,Yes
TBXA2R,7,Yes
TBXT,16,Yes
TC2N,31,Yes
TCAF1,2,Yes
TCAF2,2,Yes
TCAF2C,2,Yes
TCEA1,3,Yes
TCEA2,3,Yes
TCEA3,3,Yes
TCEAL1,8,Yes
TCEAL2,8,Yes
TCEAL3,8,Yes
TCEAL4,8,Yes
TCEAL5,8,Yes
TCEAL6,8,Yes
TCEAL7,8,Yes
TCEAL8,8,Yes
TCEAL9,8,Yes
TCEANC,3,Yes
TCERG1,2,Yes
TCERG1L,2,Yes
TCF12,2,Yes
TCF15,13,Yes
TCF20,1,Yes
TCF21,13,Yes
TCF23,13,Yes
TCF24,13,Yes
TCF3,2,Yes
TCF4,2,Yes
TCF7,3,Yes
TCF7L1,3,Yes
TCF7L2,3,Yes
TCHHL1,3,Yes
TCIRG1,3,Yes
TCL1A,2,Yes
TCL1B,2,Yes
TCN1,2,Yes
TCN2,2,Yes
TCP1,13,Yes
TCP10,3,Yes
TCP10L,3,Yes
TCP10L2,3,Yes
TCP11,4,Yes
TCP11L1,4,Yes
TCP11L2,4,Yes
TCP11X2,4,Yes
TCTE3,6,Yes
TCTEX1D1,6,Yes
TCTEX1D2,6,Yes
TCTEX1D4,6,Yes
TCTN1,2,Yes
TCTN2,2,Yes
TCTN3,2,Yes
TDGF1,4,Yes
TDRD1,7,Yes
TDRD10,7,Yes
TDRD15,7,Yes
TDRD5,7,Yes
TDRD6,7,Yes
TDRD7,7,Yes
TDRD9,18,Yes
TDRKH,7,Yes
TEAD1,3,Yes
TEAD2,3,Yes
TEAD3,3,Yes
TEAD4,3,Yes
TEC,32,Yes
TECPR2,1,Yes
TECR,3,Yes
TECRL,3,Yes
TECTA,19,Yes
TECTB,5,Yes
TEDDM1,2,Yes
TEF,2,Yes
TEK,54,Yes
TEKT1,5,Yes
TEKT2,5,Yes
TEKT3,5,Yes
TEKT4,5,Yes
TEKT5,5,Yes
TEN1,1,Yes
TEN1-CDK3,1,Yes
TENM1,4,Yes
TENM2,4,Yes
TENM3,4,Yes
TENM4,4,Yes
TENT2,5,Yes
TENT4A,1,Yes
TENT4B,1,Yes
TENT5A,3,Yes
TENT5B,3,Yes
TENT5C,3,Yes
TENT5D,3,Yes
TEP1,27,Yes
TERF1,1,Yes
TERF2,1,Yes
TES,3,Yes
TESC,9,Yes
TESK1,24,Yes
TESK2,24,Yes
TESMIN,1,Yes
TESPA1,2,Yes
TET1,2,Yes
TET2,2,Yes
TET3,2,Yes
TEX10,2,Yes
TEX101,2,Yes
TEX13A,3,Yes
TEX13B,3,Yes
TEX13C,3,Yes
TEX13D,3,Yes
TEX261,1,Yes
TEX28,3,Yes
TEX30,1,Yes
TEX55,2,Yes
TF,3,Yes
TFAM,19,Yes
TFAP2A,4,Yes
TFAP2B,4,Yes
TFAP2C,4,Yes
TFAP2D,4,Yes
TFAP2E,4,Yes
TFAP4,3,Yes
TFB1M,2,Yes
TFB2M,2,Yes
TFCP2,5,Yes
TFCP2L1,5,Yes
TFDP1,2,Yes
TFDP2,2,Yes
TFDP3,2,Yes
TFE3,3,Yes
TFEB,3,Yes
TFEC,3,Yes
TFF1,2,Yes
TFF2,2,Yes
TFF3,2,Yes
TFIP11,4,Yes
TFPI,14,Yes
TFPI2,14,Yes
TFR2,5,Yes
TFRC,5,Yes
TG,13,Yes
TGDS,10,Yes
TGFA,5,Yes
TGFB1,32,Yes
TGFB1I1,2,Yes
TGFB2,32,Yes
TGFB3,32,Yes
TGFBI,1,Yes
TGFBR1,11,Yes
TGFBR2,11,Yes
TGFBR3,2,Yes
TGFBR3L,2,Yes
TGFBRAP1,1,Yes
TGIF1,12,Yes
TGIF2,12,Yes
TGIF2-RAB5IF,1,Yes
TGIF2LX,12,Yes
TGIF2LY,12,Yes
TGM1,9,Yes
TGM2,9,Yes
TGM3,9,Yes
TGM4,9,Yes
TGM5,9,Yes
TGM6,9,Yes
TGM7,9,Yes
TH,3,Yes
THAP1,8,Yes
THAP10,20,Yes
THAP12,19,Yes
THAP2,8,Yes
THAP3,8,Yes
THAP6,8,Yes
THAP7,8,Yes
THAP8,8,Yes
THBS1,5,Yes
THBS2,5,Yes
THBS3,5,Yes
THBS4,5,Yes
THEG,1,Yes
THEGL,1,Yes
THEM4,1,Yes
THEM5,1,Yes
THEMIS,1,Yes
THEMIS2,1,Yes
THNSL1,6,Yes
THNSL2,6,Yes
THRA,18,Yes
THRAP3,2,Yes
THRB,18,Yes
THRSP,1,Yes
THSD4,25,Yes
THSD7A,3,Yes
THSD7B,3,Yes
THUMPD2,1,Yes
THUMPD3,1,Yes
TIA1,37,Yes
TIAL1,37,Yes
TIAM1,25,Yes
TIAM2,25,Yes
TIE1,54,Yes
TIFA,1,Yes
TIFAB,1,Yes
TIGD1,12,Yes
TIGD2,12,Yes
TIGD3,12,Yes
TIGD4,12,Yes
TIGD5,12,Yes
TIGD6,12,Yes
TIGD7,12,Yes
TIGIT,14,Yes
TIMD4,3,Yes
TIMM10B,1,Yes
TIMM17A,1,Yes
TIMM17B,1,Yes
TIMM23,1,Yes
TIMM23B,1,Yes
TIMM50,5,Yes
TIMM8A,1,Yes
TIMM8B,1,Yes
TIMP1,3,Yes
TIMP2,3,Yes
TIMP3,3,Yes
TIMP4,3,Yes
TINAG,12,Yes
TINAGL1,12,Yes
TIPARP,8,Yes
TJP1,4,Yes
TJP2,4,Yes
TJP3,4,Yes
TK2,3,Yes
TKT,4,Yes
TKTL1,4,Yes
TKTL2,4,Yes
TLCD1,7,Yes
TLCD2,7,Yes
TLDC2,3,Yes
TLE1,6,Yes
TLE2,6,Yes
TLE3,6,Yes
TLE4,6,Yes
TLE5,6,Yes
TLE6,6,Yes
TLE7,6,Yes
TLK1,2,Yes
TLK2,2,Yes
TLL1,37,Yes
TLL2,37,Yes
TLN1,2,Yes
TLN2,2,Yes
TLNRD1,2,Yes
TLR1,22,Yes
TLR10,22,Yes
TLR2,22,Yes
TLR3,22,Yes
TLR4,22,Yes
TLR5,22,Yes
TLR6,22,Yes
TLR7,22,Yes
TLR8,22,Yes
TLR9,26,Yes
TLX1,43,Yes
TLX2,43,Yes
TLX3,43,Yes
TM2D1,2,Yes
TM2D2,2,Yes
TM2D3,2,Yes
TM4SF1,6,Yes
TM4SF18,6,Yes
TM4SF19,6,Yes
TM4SF19-TCTEX1D2,6,Yes
TM4SF20,6,Yes
TM4SF4,6,Yes
TM4SF5,6,Yes
TM6SF1,1,Yes
TM6SF2,1,Yes
TM7SF2,2,Yes
TM9SF1,5,Yes
TM9SF2,5,Yes
TM9SF3,5,Yes
TM9SF4,5,Yes
TMA7,1,Yes
TMBIM1,6,Yes
TMBIM4,6,Yes
TMBIM6,6,Yes
TMC1,7,Yes
TMC2,7,Yes
TMC3,7,Yes
TMC4,7,Yes
TMC5,7,Yes
TMC6,7,Yes
TMC7,7,Yes
TMC8,7,Yes
TMCC1,3,Yes
TMCC2,3,Yes
TMCC3,3,Yes
TMCO5A,2,Yes
TMED1,10,Yes
TMED10,10,Yes
TMED2,10,Yes
TMED3,10,Yes
TMED4,10,Yes
TMED5,10,Yes
TMED6,10,Yes
TMED7,10,Yes
TMED7-TICAM2,10,Yes
TMED8,1,Yes
TMED9,10,Yes
TMEFF1,28,Yes
TMEFF2,28,Yes
TMEM100,1,Yes
TMEM102,9,Yes
TMEM114,1,Yes
TMEM116,1,Yes
TMEM120A,1,Yes
TMEM120B,1,Yes
TMEM121B,1,Yes
TMEM123,2,Yes
TMEM126A,1,Yes
TMEM126B,1,Yes
TMEM130,2,Yes
TMEM131,1,Yes
TMEM131L,1,Yes
TMEM132A,4,Yes
TMEM132B,4,Yes
TMEM132C,4,Yes
TMEM132D,4,Yes
TMEM132E,4,Yes
TMEM141,3,Yes
TMEM143,1,Yes
TMEM145,1,Yes
TMEM14A,2,Yes
TMEM14B,2,Yes
TMEM14C,2,Yes
TMEM150A,4,Yes
TMEM150B,4,Yes
TMEM150C,4,Yes
TMEM151A,2,Yes
TMEM151B,2,Yes
TMEM161A,1,Yes
TMEM161B,1,Yes
TMEM167A,1,Yes
TMEM167B,1,Yes
TMEM17,2,Yes
TMEM170A,2,Yes
TMEM170B,2,Yes
TMEM176A,1,Yes
TMEM176B,1,Yes
TMEM178A,1,Yes
TMEM178B,1,Yes
TMEM184A,3,Yes
TMEM184B,3,Yes
TMEM184C,3,Yes
TMEM185A,2,Yes
TMEM185B,2,Yes
TMEM189,27,Yes
TMEM189-UBE2V1,27,Yes
TMEM191B,1,Yes
TMEM191C,1,Yes
TMEM200A,2,Yes
TMEM200B,2,Yes
TMEM200C,2,Yes
TMEM202,10,Yes
TMEM211,6,Yes
TMEM212,16,Yes
TMEM216,2,Yes
TMEM217,1,Yes
TMEM219,1,Yes
TMEM221,1,Yes
TMEM229A,1,Yes
TMEM229B,1,Yes
TMEM233,5,Yes
TMEM235,1,Yes
TMEM241,11,Yes
TMEM244,2,Yes
TMEM248,1,Yes
TMEM25,16,Yes
TMEM250,14,Yes
TMEM256,4,Yes
TMEM256-PLSCR3,4,Yes
TMEM259,1,Yes
TMEM266,6,Yes
TMEM269,1,Yes
TMEM30A,1,Yes
TMEM30B,1,Yes
TMEM35A,1,Yes
TMEM35B,1,Yes
TMEM38A,1,Yes
TMEM38B,1,Yes
TMEM39A,1,Yes
TMEM39B,1,Yes
TMEM41A,2,Yes
TMEM41B,2,Yes
TMEM43,1,Yes
TMEM44,2,Yes
TMEM45A,2,Yes
TMEM45B,2,Yes
TMEM47,1,Yes
TMEM50A,1,Yes
TMEM50B,1,Yes
TMEM54,1,Yes
TMEM56,7,Yes
TMEM56-RWDD3,7,Yes
TMEM59,1,Yes
TMEM60,2,Yes
TMEM63A,2,Yes
TMEM63B,2,Yes
TMEM63C,2,Yes
TMEM64,2,Yes
TMEM74,1,Yes
TMEM74B,1,Yes
TMEM80,2,Yes
TMEM86A,1,Yes
TMEM86B,1,Yes
TMEM87A,3,Yes
TMEM87B,3,Yes
TMEM8A,2,Yes
TMEM8B,2,Yes
TMEM9,1,Yes
TMEM91,3,Yes
TMEM9B,1,Yes
TMF1,44,Yes
TMIGD3,13,Yes
TMLHE,1,Yes
TMOD1,6,Yes
TMOD2,6,Yes
TMOD3,6,Yes
TMOD4,6,Yes
TMPO,1,Yes
TMPRSS11A,17,Yes
TMPRSS11B,17,Yes
TMPRSS11D,17,Yes
TMPRSS11E,17,Yes
TMPRSS11F,17,Yes
TMPRSS12,16,Yes
TMPRSS13,17,Yes
TMPRSS15,17,Yes
TMPRSS2,17,Yes
TMPRSS3,17,Yes
TMPRSS4,12,Yes
TMPRSS5,17,Yes
TMPRSS6,17,Yes
TMPRSS7,17,Yes
TMPRSS9,17,Yes
TMSB15A,1,Yes
TMSB15B,2,Yes
TMSB4X,1,Yes
TMSB4Y,1,Yes
TMTC1,14,Yes
TMTC2,14,Yes
TMTC3,14,Yes
TMTC4,14,Yes
TMUB1,1,Yes
TMUB2,1,Yes
TMX1,13,Yes
TMX2,1,Yes
TMX2-CTNND1,1,Yes
TMX3,13,Yes
TMX4,13,Yes
TNC,25,Yes
TNF,8,Yes
TNFAIP1,2,Yes
TNFAIP2,4,Yes
TNFAIP3,2,Yes
TNFAIP6,2,Yes
TNFAIP8,3,Yes
TNFAIP8L1,3,Yes
TNFAIP8L2,3,Yes
TNFAIP8L3,3,Yes
TNFRSF10A,21,Yes
TNFRSF10B,21,Yes
TNFRSF10C,21,Yes
TNFRSF10D,21,Yes
TNFRSF11A,21,Yes
TNFRSF11B,21,Yes
TNFRSF13C,1,Yes
TNFRSF14,21,Yes
TNFRSF17,1,Yes
TNFRSF18,21,Yes
TNFRSF19,2,Yes
TNFRSF1A,21,Yes
TNFRSF1B,21,Yes
TNFRSF21,21,Yes
TNFRSF25,21,Yes
TNFRSF4,21,Yes
TNFRSF6B,21,Yes
TNFRSF8,21,Yes
TNFRSF9,21,Yes
TNFSF10,8,Yes
TNFSF11,8,Yes
TNFSF12,3,Yes
TNFSF12-TNFSF13,3,Yes
TNFSF13,3,Yes
TNFSF13B,3,Yes
TNFSF14,8,Yes
TNFSF15,8,Yes
TNIK,35,Yes
TNIP1,2,Yes
TNIP2,2,Yes
TNIP3,2,Yes
TNK1,32,Yes
TNK2,32,Yes
TNKS,3,Yes
TNKS1BP1,1,Yes
TNKS2,3,Yes
TNMD,1,Yes
TNN,25,Yes
TNNC1,1,Yes
TNNC2,1,Yes
TNNI1,2,Yes
TNNI2,2,Yes
TNNI3,2,Yes
TNNI3K,24,Yes
TNNT1,2,Yes
TNNT2,2,Yes
TNNT3,2,Yes
TNPO1,5,Yes
TNPO2,5,Yes
TNPO3,1,Yes
TNR,25,Yes
TNRC18,2,Yes
TNRC6A,5,Yes
TNRC6B,5,Yes
TNRC6C,5,Yes
TNS1,6,Yes
TNS2,1,Yes
TNS3,6,Yes
TNS4,1,Yes
TNXB,25,Yes
TOB1,1,Yes
TOB2,1,Yes
TOE1,2,Yes
TOGARAM1,3,Yes
TOGARAM2,3,Yes
TOM1,11,Yes
TOM1L1,11,Yes
TOM1L2,11,Yes
TOMM20,1,Yes
TOMM20L,1,Yes
TOMM34,18,Yes
TOMM40,1,Yes
TOMM40L,1,Yes
TOMM70,18,Yes
TONSL,4,Yes
TOP1,1,Yes
TOP1MT,1,Yes
TOP2A,1,Yes
TOP2B,1,Yes
TOP3A,1,Yes
TOP3B,1,Yes
TOPBP1,1,Yes
TOR1A,4,Yes
TOR1AIP1,1,Yes
TOR1AIP2,1,Yes
TOR1B,4,Yes
TOR2A,4,Yes
TOR3A,4,Yes
TOR4A,4,Yes
TOX,19,Yes
TOX2,19,Yes
TOX3,19,Yes
TOX4,19,Yes
TP53,2,Yes
TP53BP2,1,Yes
TP53I3,18,Yes
TP53INP1,1,Yes
TP53INP2,1,Yes
TP53TG3,7,Yes
TP53TG3B,7,Yes
TP53TG3C,7,Yes
TP53TG3D,7,Yes
TP53TG3E,7,Yes
TP53TG3F,7,Yes
TP63,2,Yes
TP73,2,Yes
TPBGL,26,Yes
TPCN1,27,Yes
TPCN2,27,Yes
TPD52,4,Yes
TPD52L1,4,Yes
TPD52L2,4,Yes
TPD52L3,4,Yes
TPH1,3,Yes
TPH2,3,Yes
TPM1,3,Yes
TPM2,3,Yes
TPM3,3,Yes
TPM4,3,Yes
TPO,5,Yes
TPP2,9,Yes
TPPP,2,Yes
TPPP2,2,Yes
TPPP3,2,Yes
TPRG1,1,Yes
TPRG1L,1,Yes
TPRN,1,Yes
TPSAB1,3,Yes
TPSB2,3,Yes
TPSD1,3,Yes
TPSG1,3,Yes
TPST1,1,Yes
TPST2,1,Yes
TPTE,6,Yes
TPTE2,6,Yes
TPTEP2-CSNK1E,13,Yes
TRA2A,1,Yes
TRA2B,1,Yes
TRABD2A,1,Yes
TRABD2B,1,Yes
TRAF1,5,Yes
TRAF2,5,Yes
TRAF3,5,Yes
TRAF3IP3,2,Yes
TRAF4,5,Yes
TRAF5,5,Yes
TRAF6,5,Yes
TRAF7,14,Yes
TRAFD1,1,Yes
TRAK1,2,Yes
TRAK2,2,Yes
TRAM1,2,Yes
TRAM1L1,2,Yes
TRAM2,2,Yes
TRANK1,2,Yes
TRAP1,3,Yes
TRAPPC1,1,Yes
TRAPPC10,1,Yes
TRAPPC2,2,Yes
TRAPPC2B,2,Yes
TRAPPC2L,2,Yes
TRAPPC3,1,Yes
TRAPPC3L,1,Yes
TRAPPC4,1,Yes
TRAPPC6A,1,Yes
TRAPPC6B,1,Yes
TRARG1,5,Yes
TRDMT1,1,Yes
TREM2,13,Yes
TREML1,13,Yes
TREML2,2,Yes
TREML4,2,Yes
TRERF1,5,Yes
TREX1,1,Yes
TREX2,1,Yes
TRHDE,11,Yes
TRHR,15,Yes
TRIB1,3,Yes
TRIB2,3,Yes
TRIB3,3,Yes
TRIL,22,Yes
TRIM10,84,Yes
TRIM11,84,Yes
TRIM13,84,Yes
TRIM14,84,Yes
TRIM15,84,Yes
TRIM16,84,Yes
TRIM16L,84,Yes
TRIM17,84,Yes
TRIM2,84,Yes
TRIM21,84,Yes
TRIM22,84,Yes
TRIM23,32,Yes
TRIM24,84,Yes
TRIM25,84,Yes
TRIM26,84,Yes
TRIM27,84,Yes
TRIM28,84,Yes
TRIM29,84,Yes
TRIM3,84,Yes
TRIM31,84,Yes
TRIM32,84,Yes
TRIM33,84,Yes
TRIM34,84,Yes
TRIM35,84,Yes
TRIM36,84,Yes
TRIM37,84,Yes
TRIM38,84,Yes
TRIM39,84,Yes
TRIM39-RPP21,84,Yes
TRIM4,84,Yes
TRIM40,84,Yes
TRIM41,84,Yes
TRIM42,84,Yes
TRIM43,84,Yes
TRIM43B,84,Yes
TRIM44,84,Yes
TRIM45,84,Yes
TRIM46,84,Yes
TRIM48,84,Yes
TRIM49,84,Yes
TRIM49B,84,Yes
TRIM49C,84,Yes
TRIM49D1,84,Yes
TRIM49D2,84,Yes
TRIM5,84,Yes
TRIM50,84,Yes
TRIM51,84,Yes
TRIM51GP,84,Yes
TRIM52,84,Yes
TRIM54,84,Yes
TRIM55,84,Yes
TRIM56,84,Yes
TRIM58,84,Yes
TRIM59,2,Yes
TRIM6,84,Yes
TRIM6-TRIM34,84,Yes
TRIM60,84,Yes
TRIM61,84,Yes
TRIM62,84,Yes
TRIM63,84,Yes
TRIM64,84,Yes
TRIM64B,84,Yes
TRIM64C,84,Yes
TRIM65,84,Yes
TRIM66,84,Yes
TRIM67,84,Yes
TRIM68,84,Yes
TRIM69,84,Yes
TRIM7,84,Yes
TRIM71,84,Yes
TRIM72,84,Yes
TRIM73,84,Yes
TRIM74,84,Yes
TRIM75P,84,Yes
TRIM77,84,Yes
TRIM8,84,Yes
TRIM9,84,Yes
TRIML1,84,Yes
TRIML2,84,Yes
TRIO,25,Yes
TRIOBP,1,Yes
TRIP10,2,Yes
TRIP12,25,Yes
TRIP6,1,Yes
TRMT1,1,Yes
TRMT10A,2,Yes
TRMT10B,2,Yes
TRMT10C,2,Yes
TRMT12,2,Yes
TRMT1L,1,Yes
TRMT2A,1,Yes
TRMT2B,1,Yes
TRMT5,2,Yes
TRMT61A,1,Yes
TRMT61B,1,Yes
TRMT9B,2,Yes
TRNAU1AP,37,Yes
TRO,37,Yes
TRPC1,5,Yes
TRPC3,5,Yes
TRPC4,5,Yes
TRPC5,5,Yes
TRPC6,5,Yes
TRPC7,5,Yes
TRPM1,7,Yes
TRPM2,7,Yes
TRPM3,7,Yes
TRPM4,7,Yes
TRPM5,7,Yes
TRPM6,7,Yes
TRPM7,7,Yes
TRPM8,7,Yes
TRPS1,7,Yes
TRPV1,5,Yes
TRPV2,5,Yes
TRPV3,5,Yes
TRPV4,5,Yes
TRPV5,5,Yes
TRPV6,5,Yes
TRRAP,5,Yes
TSC2,2,Yes
TSC22D1,3,Yes
TSC22D2,3,Yes
TSC22D3,3,Yes
TSC22D4,3,Yes
TSG101,1,Yes
TSGA10,4,Yes
TSGA10IP,2,Yes
TSHB,10,Yes
TSHR,3,Yes
TSHZ1,2,Yes
TSHZ2,2,Yes
TSHZ3,2,Yes
TSKU,22,Yes
TSN,2,Yes
TSNARE1,13,Yes
TSNAX,2,Yes
TSNAX-DISC1,2,Yes
TSPAN1,33,Yes
TSPAN10,33,Yes
TSPAN11,33,Yes
TSPAN12,33,Yes
TSPAN13,33,Yes
TSPAN14,33,Yes
TSPAN15,33,Yes
TSPAN16,33,Yes
TSPAN17,33,Yes
TSPAN18,33,Yes
TSPAN19,33,Yes
TSPAN2,33,Yes
TSPAN3,33,Yes
TSPAN31,33,Yes
TSPAN32,33,Yes
TSPAN33,33,Yes
TSPAN4,33,Yes
TSPAN5,33,Yes
TSPAN6,33,Yes
TSPAN7,33,Yes
TSPAN8,33,Yes
TSPAN9,33,Yes
TSPO,1,Yes
TSPO2,1,Yes
TSPOAP1,4,Yes
TSPY1,18,Yes
TSPY10,18,Yes
TSPY2,18,Yes
TSPY3,18,Yes
TSPY4,18,Yes
TSPY8,18,Yes
TSPY9P,18,Yes
TSPYL1,18,Yes
TSPYL2,18,Yes
TSPYL4,18,Yes
TSPYL5,18,Yes
TSPYL6,18,Yes
TSR1,1,Yes
TSSK1B,18,Yes
TSSK2,18,Yes
TSSK3,18,Yes
TSSK4,18,Yes
TSSK6,18,Yes
TST,1,Yes
TSTA3,10,Yes
TSTD1,1,Yes
TTBK1,13,Yes
TTBK2,13,Yes
TTC1,18,Yes
TTC12,18,Yes
TTC13,14,Yes
TTC16,14,Yes
TTC21A,1,Yes
TTC21B,1,Yes
TTC23,1,Yes
TTC23L,1,Yes
TTC24,6,Yes
TTC28,6,Yes
TTC29,6,Yes
TTC30A,1,Yes
TTC30B,1,Yes
TTC31,18,Yes
TTC32,18,Yes
TTC34,14,Yes
TTC39A,2,Yes
TTC39B,2,Yes
TTC39C,2,Yes
TTC4,18,Yes
TTC6,14,Yes
TTC7A,14,Yes
TTC7B,14,Yes
TTC8,14,Yes
TTC9,19,Yes
TTC9B,19,Yes
TTC9C,19,Yes
TTF1,6,Yes
TTF2,35,Yes
TTK,2,Yes
TTLL1,14,Yes
TTLL10,14,Yes
TTLL11,14,Yes
TTLL12,14,Yes
TTLL13P,14,Yes
TTLL2,14,Yes
TTLL3,14,Yes
TTLL4,14,Yes
TTLL6,14,Yes
TTLL7,14,Yes
TTLL8,14,Yes
TTLL9,14,Yes
TTPA,7,Yes
TTPAL,3,Yes
TTR,1,Yes
TTYH1,2,Yes
TTYH2,2,Yes
TTYH3,2,Yes
TUB,5,Yes
TUBA1A,24,Yes
TUBA1B,24,Yes
TUBA1C,24,Yes
TUBA3C,24,Yes
TUBA3D,24,Yes
TUBA3E,24,Yes
TUBA4A,24,Yes
TUBA4B,24,Yes
TUBA8,24,Yes
TUBAL3,24,Yes
TUBB,24,Yes
TUBB1,24,Yes
TUBB2A,24,Yes
TUBB2B,24,Yes
TUBB3,24,Yes
TUBB4A,24,Yes
TUBB4B,24,Yes
TUBB6,24,Yes
TUBB8,24,Yes
TUBB8P12,24,Yes
TUBD1,24,Yes
TUBE1,24,Yes
TUBG1,24,Yes
TUBG2,24,Yes
TUBGCP2,4,Yes
TUBGCP3,4,Yes
TUBGCP4,4,Yes
TUBGCP5,4,Yes
TUBGCP6,4,Yes
TUFM,18,Yes
TUFT1,4,Yes
TULP1,5,Yes
TULP2,5,Yes
TULP3,5,Yes
